Giới thiệu,Diện tích,Giá nhà,Địa chỉ,Ngày đăng,Link,Pháp lý,index_,Mô tả
"Bán nhà phố Tạ Quang Bửu, 45m2 5 tầng 3 ngủ, gần phố, 3.7 tỷ",45 m2 3 PN 4 WC,3 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",30/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-45m2-5-tang-3-ngu-gan-pho-3-7-ty-id22223255,Sổ đỏ,399,
"Bán nhà phố Lê Thanh Nghị, diện tích 52m 6 ngủ, giá 5.3 tỷ",52 m2 6 PN 4 WC,5 tỷ 300 triệu,"Quận Hai Bà Trưng, Hà Nội",30/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-dien-tich-52m-6-ngu-gia-5-3-ty-id22125708,Sổ đỏ,400,
"Bán nhà phố vip Lê Thanh Nghị, lô góc sáng choang, DT rộng, giá 4.7 tỷ",49 m2 2 PN 3 WC,4 tỷ 700 triệu,"Quận Hai Bà Trưng, Hà Nội",30/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-vip-le-thanh-nghi-lo-goc-sang-choang-dt-rong-gia-4-7-ty-id22262239,Sổ đỏ,401,
"(HIẾM) Bán CCMN Bách Khoa, GÀ ĐẺ TRỨNG VÀNG 33 phòng, 95m2 x 8 tầng",95 m2 33 PN 35 WC,23 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-ccmn-bach-khoa-ga-de-trung-vang-33-phong-95m2-x-8-tang-id22147629,Sổ đỏ,402,
"Bán nhà phố LÊ Thanh Nghị, LÔ GÓC, 2 mặt ngõ Ô TÔ TRÁNH, VỈA HÈ, 54m2",54 m2 4 PN 4 WC,16 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-le-thanh-nghi-lo-goc-2-mat-ngo-o-to-tranh-via-he-54m2-id22215495,Sổ đỏ,403,
"Bán nhà ĐẸP phố Tạ Quang Bửu, khu TRÍ THỨC, GARA Ô TÔ, 100m2, 23 tỷ",100 m2 4 PN 4 WC,23 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-dep-pho-ta-quang-buu-khu-tri-thuc-gara-o-to-100m2-23-ty-id22151996,Sổ đỏ,404,
"Bán chung cư mini (CCMN) phố Lê Thanh Nghị - khu Bách Kinh Xây, 77m2",77 m2 21 PN 22 WC,15 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-chung-cu-mini-ccmn-pho-le-thanh-nghi-khu-bach-kinh-xay-77m2-id22140820,Sổ đỏ,405,
"Bán nhà KINH DOANH mặt phố TẠ QUANG BỬU, XÂY TÒA VP, 85m2, 26.8 tỷ",85 m2 1 PN 1 WC,26 tỷ 800 triệu,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-kinh-doanh-mat-pho-ta-quang-buu-xay-toa-vp-85m2-26-8-ty-id22214696,Sổ đỏ,406,
"Bán CCMN phố Lê Thanh Nghị, THANG MÁY, 850tr/năm, 66m2 x 6 tầng, 12 tỷ",66 m2 15 PN 15 WC,12 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-ccmn-pho-le-thanh-nghi-thang-may-850tr-nam-66m2-x-6-tang-12-ty-id22263911,Sổ đỏ,407,
"Bán nhà KINH DOANH phố TẠ QUANG BỬU, 68m2 x 6 tầng, 21.5 tỷ",68 m2 6 PN 6 WC,21 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/ban-nha-kinh-doanh-pho-ta-quang-buu-68m2-x-6-tang-21-5-ty-id22284559,Sổ đỏ,408,
"(HIẾM) Bán nhà phố TẠ QUANG BỬU, Ô TÔ, 2 mặt ngõ, XÂY TÒA VP, 90m2",90 m2 3 PN 4 WC,18 tỷ,"Quận Hai Bà Trưng, Hà Nội",27/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/hiem-ban-nha-pho-ta-quang-buu-o-to-2-mat-ngo-xay-toa-vp-90m2-id22138389,Sổ đỏ,409,
"Bán nhà phố TẠ QUANG BỬU, Ô TÔ TRÁNH, 64m2 x 5 tầng, 11 tỷ",64 m2 4 PN 5 WC,11 tỷ,"Quận Hai Bà Trưng, Hà Nội",26/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-pho-ta-quang-buu-o-to-tranh-64m2-x-5-tang-11-ty-id22284690,Sổ đỏ,410,
"Bán nhà Tạ Quang Bửu, Ô Tô, Kinh Doanh, Lô Góc, 68m2 MT8m, Giá 13.5 tỷ",68 m2 4 PN 3 WC,13 tỷ 500 triệu,"Quận Hai Bà Trưng, Hà Nội",24/08/2023,https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/ban-nha-ta-quang-buu-o-to-kinh-doanh-lo-goc-68m2-mt8m-gia-13-5-ty-id22211499,Sổ đỏ,411,
